# Giai bai toan bay tu bang RK4
#
#                    t                    x                    y                    z                  v_x                  v_y                  v_z
        4.40670622e+01       7.79407952e-01       3.53418193e-01      -2.89167089e-01       2.79841821e-01      -3.24489089e-01      -7.27694022e-02
        4.40770615e+01       7.82188914e-01       3.50157601e-01      -2.89889638e-01       2.76381497e-01      -3.27666513e-01      -7.17490404e-02
        4.40870609e+01       7.84935090e-01       3.46865426e-01      -2.90601953e-01       2.72884032e-01      -3.30806032e-01      -7.07225155e-02
        4.40970602e+01       7.87646109e-01       3.43542050e-01      -2.91303974e-01       2.69349827e-01      -3.33907153e-01      -6.96899117e-02
        4.41070595e+01       7.90321606e-01       3.40187858e-01      -2.91995639e-01       2.65779290e-01      -3.36969384e-01      -6.86513151e-02
        4.41170589e+01       7.92961221e-01       3.36803242e-01      -2.92676889e-01       2.62172835e-01      -3.39992240e-01      -6.76068134e-02
        4.41270582e+01       7.95564595e-01       3.33388599e-01      -2.93347665e-01       2.58530884e-01      -3.42975240e-01      -6.65564959e-02
        4.41370575e+01       7.98131377e-01       3.29944329e-01      -2.94007911e-01       2.54853865e-01      -3.45917906e-01      -6.55004537e-02
        4.41470569e+01       8.00661217e-01       3.26470838e-01      -2.94657568e-01       2.51142216e-01      -3.48819768e-01      -6.44387792e-02
        4.41570562e+01       8.03153772e-01       3.22968537e-01      -2.95296582e-01       2.47396380e-01      -3.51680360e-01      -6.33715668e-02
        4.41670555e+01       8.05608702e-01       3.19437839e-01      -2.95924897e-01       2.43616808e-01      -3.54499219e-01      -6.22989122e-02
        4.41770549e+01       8.08025673e-01       3.15879165e-01      -2.96542459e-01       2.39803957e-01      -3.57275891e-01      -6.12209129e-02
        4.41870542e+01       8.10404352e-01       3.12292940e-01      -2.97149216e-01       2.35958292e-01      -3.60009924e-01      -6.01376677e-02
        4.41970535e+01       8.12744416e-01       3.08679590e-01      -2.97745116e-01       2.32080284e-01      -3.62700875e-01      -5.90492770e-02
        4.42070529e+01       8.15045542e-01       3.05039551e-01      -2.98330106e-01       2.28170411e-01      -3.65348304e-01      -5.79558428e-02
        4.42170522e+01       8.17307415e-01       3.01373258e-01      -2.98904139e-01       2.24229160e-01      -3.67951779e-01      -5.68574684e-02
        4.42270515e+01       8.19529724e-01       2.97681154e-01      -2.99467164e-01       2.20257022e-01      -3.70510873e-01      -5.57542586e-02
        4.42370509e+01       8.21712161e-01       2.93963684e-01      -3.00019134e-01       2.16254494e-01      -3.73025165e-01      -5.46463198e-02
        4.42470502e+01       8.23854426e-01       2.90221298e-01      -3.00560002e-01       2.12222083e-01      -3.75494240e-01      -5.35337595e-02
        4.42570495e+01       8.25956222e-01       2.86454452e-01      -3.01089722e-01       2.08160299e-01      -3.77917691e-01      -5.24166867e-02
        4.42670489e+01       8.28017258e-01       2.82663602e-01      -3.01608251e-01       2.04069661e-01      -3.80295116e-01      -5.12952117e-02
        4.42770482e+01       8.30037248e-01       2.78849211e-01      -3.02115544e-01       1.99950692e-01      -3.82626120e-01      -5.01694461e-02
        4.42870475e+01       8.32015913e-01       2.75011746e-01      -3.02611559e-01       1.95803922e-01      -3.84910316e-01      -4.90395030e-02
        4.42970469e+01       8.33952975e-01       2.71151675e-01      -3.03096255e-01       1.91629889e-01      -3.87147322e-01      -4.79054963e-02
        4.43070462e+01       8.35848166e-01       2.67269474e-01      -3.03569592e-01       1.87429134e-01      -3.89336765e-01      -4.67675416e-02
        4.43170455e+01       8.37701221e-01       2.63365619e-01      -3.04031531e-01       1.83202206e-01      -3.91478278e-01      -4.56257552e-02
        4.43270449e+01       8.39511880e-01       2.59440591e-01      -3.04482034e-01       1.78949659e-01      -3.93571501e-01      -4.44802550e-02
        4.43370442e+01       8.41279892e-01       2.55494876e-01      -3.04921065e-01       1.74672052e-01      -3.95616083e-01      -4.33311597e-02
        4.43470435e+01       8.43005007e-01       2.51528960e-01      -3.05348588e-01       1.70369951e-01      -3.97611678e-01      -4.21785893e-02
        4.43570429e+01       8.44686984e-01       2.47543337e-01      -3.05764569e-01       1.66043926e-01      -3.99557950e-01      -4.10226647e-02
        4.43670422e+01       8.46325586e-01       2.43538500e-01      -3.06168976e-01       1.61694554e-01      -4.01454570e-01      -3.98635078e-02
        4.43770415e+01       8.47920583e-01       2.39514947e-01      -3.06561776e-01       1.57322416e-01      -4.03301217e-01      -3.87012417e-02
        4.43870409e+01       8.49471751e-01       2.35473181e-01      -3.06942939e-01       1.52928098e-01      -4.05097576e-01      -3.75359903e-02
        4.43970402e+01       8.50978869e-01       2.31413704e-01      -3.07312436e-01       1.48512192e-01      -4.06843343e-01      -3.63678783e-02
        4.44070395e+01       8.52441727e-01       2.27337026e-01      -3.07670239e-01       1.44075295e-01      -4.08538221e-01      -3.51970314e-02
        4.44170389e+01       8.53860115e-01       2.23243655e-01      -3.08016321e-01       1.39618006e-01      -4.10181921e-01      -3.40235763e-02
        4.44270382e+01       8.55233835e-01       2.19134106e-01      -3.08350657e-01       1.35140933e-01      -4.11774162e-01      -3.28476401e-02
        4.44370375e+01       8.56562690e-01       2.15008893e-01      -3.08673222e-01       1.30644685e-01      -4.13314672e-01      -3.16693511e-02
        4.44470369e+01       8.57846492e-01       2.10868537e-01      -3.08983994e-01       1.26129877e-01      -4.14803188e-01      -3.04888381e-02
        4.44570362e+01       8.59085059e-01       2.06713557e-01      -3.09282951e-01       1.21597127e-01      -4.16239455e-01      -2.93062305e-02
        4.44670355e+01       8.60278215e-01       2.02544477e-01      -3.09570073e-01       1.17047059e-01      -4.17623225e-01      -2.81216586e-02
        4.44770349e+01       8.61425789e-01       1.98361825e-01      -3.09845341e-01       1.12480299e-01      -4.18954263e-01      -2.69352531e-02
        4.44870342e+01       8.62527618e-01       1.94166127e-01      -3.10108737e-01       1.07897477e-01      -4.20232339e-01      -2.57471453e-02
        4.44970335e+01       8.63583543e-01       1.89957916e-01      -3.10360244e-01       1.03299229e-01      -4.21457234e-01      -2.45574672e-02
        4.45070329e+01       8.64593415e-01       1.85737722e-01      -3.10599848e-01       9.86861911e-02      -4.22628737e-01      -2.33663511e-02
        4.45170322e+01       8.65557088e-01       1.81506083e-01      -3.10827536e-01       9.40590054e-02      -4.23746646e-01      -2.21739299e-02
        4.45270315e+01       8.66474425e-01       1.77263534e-01      -3.11043294e-01       8.94183160e-02      -4.24810770e-01      -2.09803367e-02
        4.45370309e+01       8.67345293e-01       1.73010614e-01      -3.11247111e-01       8.47647704e-02      -4.25820924e-01      -1.97857052e-02
        4.45470302e+01       8.68169566e-01       1.68747863e-01      -3.11438978e-01       8.00990189e-02      -4.26776936e-01      -1.85901693e-02
        4.45570295e+01       8.68947128e-01       1.64475825e-01      -3.11618887e-01       7.54217146e-02      -4.27678639e-01      -1.73938632e-02
        4.45670289e+01       8.69677864e-01       1.60195042e-01      -3.11786830e-01       7.07335134e-02      -4.28525880e-01      -1.61969214e-02
        4.45770282e+01       8.70361669e-01       1.55906061e-01      -3.11942802e-01       6.60350735e-02      -4.29318512e-01      -1.49994786e-02
        4.45870275e+01       8.70998445e-01       1.51609427e-01      -3.12086799e-01       6.13270553e-02      -4.30056399e-01      -1.38016696e-02
        4.45970269e+01       8.71588099e-01       1.47305689e-01      -3.12218816e-01       5.66101215e-02      -4.30739414e-01      -1.26036293e-02
        4.46070262e+01       8.72130545e-01       1.42995396e-01      -3.12338854e-01       5.18849369e-02      -4.31367440e-01      -1.14054929e-02
        4.46170255e+01       8.72625703e-01       1.38679099e-01      -3.12446911e-01       4.71521680e-02      -4.31940369e-01      -1.02073954e-02
        4.46270249e+01       8.73073502e-01       1.34357349e-01      -3.12542989e-01       4.24124829e-02      -4.32458103e-01      -9.00947176e-03
        4.46370242e+01       8.73473876e-01       1.30030698e-01      -3.12627090e-01       3.76665512e-02      -4.32920554e-01      -7.81185717e-03
        4.46470235e+01       8.73826765e-01       1.25699699e-01      -3.12699217e-01       3.29150442e-02      -4.33327643e-01      -6.61468651e-03
        4.46570229e+01       8.74132116e-01       1.21364907e-01      -3.12759376e-01       2.81586340e-02      -4.33679300e-01      -5.41809460e-03
        4.46670222e+01       8.74389886e-01       1.17026877e-01      -3.12807574e-01       2.33979939e-02      -4.33975468e-01      -4.22221611e-03
        4.46770215e+01       8.74600033e-01       1.12686162e-01      -3.12843818e-01       1.86337981e-02      -4.34216096e-01      -3.02718546e-03
        4.46870209e+01       8.74762527e-01       1.08343319e-01      -3.12868117e-01       1.38667214e-02      -4.34401144e-01      -1.83313683e-03
        4.46970202e+01       8.74877342e-01       1.03998903e-01      -3.12880482e-01       9.09743919e-03      -4.34530582e-01      -6.40204129e-04
        4.47070195e+01       8.74944459e-01       9.96534720e-02      -3.12880924e-01       4.32662728e-03      -4.34604390e-01       5.51479095e-04
        4.47170189e+01       8.74963866e-01       9.53075806e-02      -3.12869458e-01      -4.45038332e-04      -4.34622558e-01       1.74177966e-03
        4.47270182e+01       8.74935558e-01       9.09617857e-02      -3.12846096e-01      -5.21688160e-03      -4.34585085e-01       2.93056479e-03
        4.47370175e+01       8.74859537e-01       8.66166437e-02      -3.12810856e-01      -9.98822656e-03      -4.34491979e-01       4.11770220e-03
        4.47470169e+01       8.74735811e-01       8.22727108e-02      -3.12763754e-01      -1.47583975e-02      -4.34343260e-01       5.30306005e-03
        4.47570162e+01       8.74564395e-01       7.79305429e-02      -3.12704808e-01      -1.95267193e-02      -4.34138955e-01       6.48650708e-03
        4.47670155e+01       8.74345311e-01       7.35906956e-02      -3.12634039e-01      -2.42925171e-02      -4.33879104e-01       7.66791258e-03
        4.47770149e+01       8.74078587e-01       6.92537243e-02      -3.12551467e-01      -2.90551172e-02      -4.33563753e-01       8.84714648e-03
        4.47870142e+01       8.73764260e-01       6.49201834e-02      -3.12457115e-01      -3.38138464e-02      -4.33192961e-01       1.00240794e-02
        4.47970135e+01       8.73402371e-01       6.05906272e-02      -3.12351007e-01      -3.85680329e-02      -4.32766795e-01       1.11985825e-02
        4.48070129e+01       8.72992968e-01       5.62656088e-02      -3.12233167e-01      -4.33170060e-02      -4.32285331e-01       1.23705278e-02
        4.48170122e+01       8.72536108e-01       5.19456809e-02      -3.12103622e-01      -4.80600964e-02      -4.31748655e-01       1.35397881e-02
        4.48270115e+01       8.72031852e-01       4.76313951e-02      -3.11962399e-01      -5.27966363e-02      -4.31156864e-01       1.47062370e-02
        4.48370109e+01       8.71480270e-01       4.33233018e-02      -3.11809527e-01      -5.75259597e-02      -4.30510064e-01       1.58697489e-02
        4.48470102e+01       8.70881436e-01       3.90219507e-02      -3.11645035e-01      -6.22474024e-02      -4.29808368e-01       1.70301991e-02
        4.48570095e+01       8.70235433e-01       3.47278901e-02      -3.11468956e-01      -6.69603022e-02      -4.29051901e-01       1.81874638e-02
        4.48670089e+01       8.69542350e-01       3.04416668e-02      -3.11281321e-01      -7.16639991e-02      -4.28240798e-01       1.93414202e-02
        4.48770082e+01       8.68802281e-01       2.61638267e-02      -3.11082165e-01      -7.63578353e-02      -4.27375199e-01       2.04919464e-02
        4.48870075e+01       8.68015330e-01       2.18949138e-02      -3.10871522e-01      -8.10411556e-02      -4.26455259e-01       2.16389217e-02
        4.48970069e+01       8.67181604e-01       1.76354707e-02      -3.10649428e-01      -8.57133075e-02      -4.25481138e-01       2.27822263e-02
        4.49070062e+01       8.66301217e-01       1.33860383e-02      -3.10415920e-01      -9.03736410e-02      -4.24453007e-01       2.39217414e-02
        4.49170055e+01       8.65374293e-01       9.14715586e-03      -3.10171038e-01      -9.50215092e-02      -4.23371045e-01       2.50573496e-02
        4.49270049e+01       8.64400958e-01       4.91936066e-03      -3.09914820e-01      -9.96562681e-02      -4.22235441e-01       2.61889344e-02
        4.49370042e+01       8.63381346e-01       7.03188118e-04      -3.09647308e-01      -1.04277277e-01      -4.21046393e-01       2.73163808e-02
        4.49470035e+01       8.62315599e-01      -3.50082838e-03      -3.09368543e-01      -1.08883899e-01      -4.19804106e-01       2.84395746e-02
        4.49570029e+01       8.61203863e-01      -7.69215756e-03      -3.09078569e-01      -1.13475499e-01      -4.18508796e-01       2.95584032e-02
        4.49670022e+01       8.60046292e-01      -1.18702703e-02      -3.08777429e-01      -1.18051448e-01      -4.17160686e-01       3.06727550e-02
        4.49770015e+01       8.58843046e-01      -1.60346399e-02      -3.08465170e-01      -1.22611118e-01      -4.15760009e-01       3.17825201e-02
        4.49870009e+01       8.57594290e-01      -2.01847418e-02      -3.08141837e-01      -1.27153888e-01      -4.14307006e-01       3.28875895e-02
